Taxon	fiveuL1201	fiveuL1202	fiveuL120a1.2	fiveuL120a1	fiveuL120a2.2	fiveuL120a2	fiveuL120e1	fiveuL1251	fiveuL1252	fiveuL125a1.2	fiveuL125a1	fiveuL125c1	fiveuL131a1	fiveuL1401	fiveuL1402.2	fiveuL1402	fiveuL1403	fiveuL1404.2	fiveuL1404	fiveuL2181	fiveuL2191	fiveuL2192	fiveuL2201	fiveuL2202	fiveuL2421	fiveuL2422	fiveuL2431	fiveuL2451	fiveuL2461	fiveuL3031	fiveuL3041	fiveuL304a1	fiveuL304b1	fiveuL3081	fiveuL3082	fiveuL308a1	fiveuL3181	fiveuL3182	fiveuL3301.2	fiveuL3301	fiveuL330a1	fiveuL3441	fiveuL3461	fiveuL3462	fiveuLb401	fiveuLcontroL1	fiveuLcontroL2	fiveuLh2411	fiveuLH2412.2	fiveuLh2412	fiveuLs2101.2	fiveuLs2101	fiveuLs2301	fiveuLs2401	oneuL1201	oneuL1202	oneuL120a1.2	oneuL120a1	oneuL120a2.2	oneuL120a2	oneuL120e1	oneuL1251	oneuL1252	oneuL125a1.2	oneuL125a1	oneuL125c1	oneuL131a1	oneuL1401	oneuL1402.2	oneuL1402	oneuL1403	oneuL1404.2	oneuL1404	oneuL2181	oneuL2191	oneuL2192	oneuL2201	oneuL2202	oneuL2421	oneuL2422	oneuL2431	oneuL2451	oneuL2461	oneuL3031	oneuL3041	oneuL304a1	oneuL304b1	oneuL3081	oneuL3082	oneuL308a1	oneuL3181	oneuL3182	oneuL3301.2	oneuL3301	oneuL330a1	oneuL3441	oneuL3461	oneuL3462	oneuLb401	oneuLcontroL1	oneuLcontroL2	oneuLh2411	oneuLH2412.2	oneuLh2412	oneuLs2101.2	oneuLs2101	oneuLs2301	oneuLs2401
k__Archaea;p__Crenarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000112479153696	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000382840947209	0.0	0.000206151292798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00052833542557	0.0	0.0	0.0	0.0	0.000195277886244	0.0	0.0	0.0	0.0	0.000308085596448	0.0	0.0	0.000384844928874	0.00188222031289	0.0	0.0	0.0	0.0	0.0	0.0	0.000521225458968	0.0	0.00127576040051	0.0	0.0	0.0	0.0	0.0	0.00067598879744	0.000722583131469	0.000185852789767	0.000154288376547
k__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000533911191348	0.000391095311026	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000262305917042	3.0688762137e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000151456012914	0.000443107120584	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000136953608994	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.18032910631e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010081740915	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.89605892809e-05	0.0	0.0	0.0	0.0	0.0	0.000112416821589	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.00316901049004	0.00774019909128	0.00662243765974	0.050338992074	0.00829173429284	0.0	0.0128000133499	0.0	0.0305450508777	0.0	0.0	0.0401970734141	0.0	0.00381698378353	0.0794780199441	0.0578195307821	0.0461354592885	0.0278566607664	0.0158910832683	0.0	0.0121269129564	0.0539633976672	0.010296673287	0.0	0.00288902722922	0.0	0.0	0.008591217431	0.0	0.0	0.0	0.00902071542865	0.0114883663364	0.0	0.0	0.0	0.0201439392372	0.0	0.0	0.010309969784	0.00894301062848	0.0212585600486	0.0207731197163	0.0128948333446	0.0	0.00895587345328	0.000161116001219	0.0	0.020339630985	0.0424026799602	0.029981689981	0.0	0.0	0.0	0.00221371014233	0.00563851653741	0.00425734029182	0.0285238308964	0.00690034675506	0.00808769116213	0.0133035009251	0.000955003862154	0.0335994313008	0.0461323341387	0.00208708818358	0.0245835416661	0.0354907039679	0.00245893684867	0.0917255478211	0.0437346728016	0.0139231115502	0.0245572518841	0.00815500637041	0.0100813638031	0.0129604486706	0.0329681305555	0.0113200254292	0.00887794432489	0.00205963046277	0.0142278982787	0.00371027983864	0.00444189965734	0.00630685073184	0.0	0.00585189736636	0.00677788312186	0.00384748154181	0.0254841737064	0.0253035540735	0.027723536692	0.0169877334418	0.00267155961456	0.00263163260508	0.00909236883912	0.0087451986982	0.0206795304759	0.0366595239474	0.0121349517001	0.0115799790201	0.00561509796875	0.0	0.0118345023019	0.0209795049255	0.0297247068079	0.019700244954	0.0274581589958	0.0288536456113	0.0151202609016
k__Bacteria;p__Actinobacteria	0.22580753178	0.167557841127	0.458243252997	0.388473658575	0.475065661009	0.0672852279554	0.525453632473	0.10109114249	0.531212845083	0.455235204856	0.279461454489	0.34306421869	0.0731537389689	0.335326918952	0.376096653587	0.326831311709	0.468281266525	0.382761661594	0.281941478094	0.632911392405	0.452954898208	0.433397895024	0.583361717974	0.0	0.461175041401	0.653333333333	0.641879562044	0.358593835896	0.0	0.0	0.485706355815	0.311214682288	0.26022287214	0.540437720986	0.535308301757	0.493759429434	0.225937360143	0.0	0.482897384306	0.292559390239	0.688809140502	0.580887341348	0.422816734881	0.477712896575	0.510948905109	0.0492060918854	0.0040654937641	0.436137071651	0.647145887545	0.438729166739	0.599649713467	0.357001190004	0.405405405405	0.471682977699	0.115405014156	0.153579467105	0.433012053776	0.228536545479	0.470963410364	0.308167034315	0.506928919735	0.332989950819	0.497553097474	0.301559560328	0.00204171670133	0.238398508774	0.368276353406	0.318481997395	0.280318575102	0.299104691513	0.269180156638	0.335328034211	0.166041675776	0.276447558858	0.492449655436	0.320047989629	0.507465877341	0.549429455733	0.512270664569	0.420290342205	0.128312217104	0.199720204593	0.609912024868	0.0	0.60771171049	0.190396898605	0.134746310875	0.304179307106	0.343268848391	0.45132636779	0.288090787517	0.167629800324	0.314203774884	0.26993950229	0.642162590469	0.577102236659	0.355707418776	0.41639120253	0.496275702571	0.0540449375225	0.00817199025332	0.334990690262	0.427421848028	0.378176263134	0.392923317003	0.385195303898	0.409241647973	0.475986070331
k__Bacteria;p__Armatimonadetes	0.000186412381767	0.000604703054006	0.0	0.00549819088187	0.00035499779847	0.0	0.000546133902931	0.0	0.00222724329317	0.0	0.0	0.0101546802593	0.0	0.000146807068597	0.00941819341538	0.00673466125587	0.00228770872505	0.0010771242163	0.00168304576487	0.0	0.000771712642677	0.0075820665327	0.00122517378352	0.0	7.50396682913e-05	0.0	0.0	0.000566781705518	0.0	0.0	0.0	0.0	0.00221805092634	0.0	0.0	0.0	0.000472123575873	0.0	0.0	0.00108602209803	0.000914626087003	0.00028119788424	0.00033672139191	0.00118796622103	0.0	0.000637028655672	0.0	0.0	0.00403383742999	0.0110163825387	0.00362835738623	0.0	0.0	0.0	0.0	0.000179000524997	0.000233919796254	0.00148242131899	0.000575028896255	0.000451596968444	0.000851948335107	0.0	0.00194427088901	0.00025522729814	0.0	0.00200997510478	0.00813185061788	0.000149026475677	0.00460047639227	0.00301312841997	0.0	0.0011906546368	0.0018564242144	0.00028667385222	0.00103902331114	0.00317001255342	0.000514546610419	0.0	0.0	0.00039891303585	0.000341736300927	0.000206599984062	0.000203446797801	0.0	0.000256287475899	0.00051347599408	0.000281523039644	0.00330350399898	0.00216475272492	0.00074504554052	0.000403269636601	4.52806714333e-05	0.000164477037818	0.000445080992125	0.000715516257126	7.81834800602e-05	0.00112932182776	0.00113371521074	0.000196270830848	0.0	0.0	0.00203018658735	0.00121294782224	0.00183043709928	0.000917413367954	0.0016000055054	0.00102219034372	0.00185146051857
k__Bacteria;p__BRC1	0.000621374605889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.94918482396e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.29498101164e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000524611834083	0.0	0.0	0.0	0.0	9.54830891113e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025522729814	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000146458414683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000477790004054	0.0	0.0	0.000639116841972	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes	0.0178748761628	0.0397088338798	0.0574680423584	0.0534546335737	0.0872119710571	0.0	0.0535871136672	0.0	0.0680581914869	0.0341426403642	0.0	0.0676275937917	0.0	0.0264334282958	0.104966940219	0.0883288759952	0.156110701499	0.165189998345	0.0843492959259	0.147679324895	0.0886550833552	0.0669052008868	0.0961587636544	0.0	0.16146035294	0.0	0.0	0.0324746030184	0.0	0.303797468354	0.067998889814	0.0195448834287	0.144224496003	0.0626594459115	0.07716155701	0.0	0.042709347837	0.0	0.0804828973843	0.0522169078264	0.0642389325959	0.114531898251	0.0874733105128	0.0733399946296	0.0	0.0393396421773	0.00552781327993	0.0830737279335	0.0877747874204	0.148651878848	0.0450441472883	0.0238000793336	0.0	0.0	0.0145582187832	0.0301765051724	0.045520792351	0.0492470585763	0.0799997893667	0.0672674211632	0.0524712795109	0.00988230038192	0.0711805673597	0.0126550201994	0.0	0.0590193972005	0.039993084536	0.0195100494407	0.0591151750406	0.0464376262372	0.181874512156	0.181128336624	0.0862021743842	0.0443038512281	0.0780342963627	0.0594095574872	0.0949595769528	0.0731142912713	0.142348550847	0.0528936523702	0.0289759836872	0.0345021973384	0.135234477278	0.0	0.155082399305	0.0241076979221	0.161681809702	0.0648692824942	0.0772223420196	0.0735961213315	0.0410226037832	0.0315032724719	0.0440414681596	0.0399831091259	0.0758963994294	0.101648948542	0.09089592865	0.0728558985983	0.0731599521987	0.0419686726228	0.00675866488649	0.0709244859012	0.0873367356009	0.0893929770335	0.0462134912878	0.0412904646554	0.122552878345	0.0735826982484
k__Bacteria;p__Chlamydiae	0.0	0.000765957201741	0.0	0.000488728078388	0.0	0.0	6.82667378663e-05	0.0	0.0	0.0	0.0	0.000105411905806	0.0	0.000750347239497	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000125899620233	0.0	0.0	1.93070595206e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000716002099989	0.0	0.0	0.0	0.000164217079434	0.0	0.142056824495	0.000182275395845	0.0	0.000272228893511	0.0	0.0	0.000596105902708	0.0	0.0	0.0	0.0	0.0	0.00200671696554	0.0	0.000105667085114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000693234444462	0.0	0.0	0.0	0.000103226161638	0.0	0.0
